Unit,Min,Sec,Skip,Time,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Plume 2.4m,TC Plume 2.2m,TC Plume 2.0m,TC Plume 1.8m,TC Plume 1.6m,TC Plume 1.4m,TC Plume 1.2m,TC Plume 1.0m,TC Plume 0.8m,TC Plume 0.6m,TC Plume 0.4m,TC Plume 0.2m,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m
116,1132,46.3,,0,28.75,28.23,27.43,25.84,25.13,24.89,24.73,24.32,24.16,24.04,24,27.73,28.13,27.65,26.16,25.67,25.31,25.31,24.79,24.55,24.42,24.4,28.71,28.31,27.85,26.38,25.23,24.95,24.63,24.18,24.08,24.08,24,22.63,22.71,22.73,22.83,22.83,22.99,23.19,23.36,23.76,29.74,41.49,62.62,4.692,3.447,2.38,1.316,0.823,0.847,4.148,3.182,2.209,1.183,0.841,0.48
116,1132,50.3,,4,40.42,37.21,35.01,29.05,27.79,25.98,26.98,26.04,25.51,26.34,26.4,35.01,34.99,32.67,30.58,27.73,28.71,27.14,28.33,25.19,27.08,25.43,28.65,28.31,27.81,26.4,25.23,24.99,24.61,24.16,24.08,24.08,24.02,28.89,30.18,30.16,30.96,30.74,36.79,39.94,45.89,54.25,89.2,102.3,149.3,7.39,5.918,3.972,2.529,1.578,0.745,6.455,5.864,5.025,3.006,1.453,0.874
116,1132,54.3,,8,57.35,52.51,48.09,35.25,32.14,27.42,30.64,28.23,27.75,28.43,31.38,44.93,45.45,39.94,37.6,30.04,30.22,28.95,29.94,26.48,29.4,27.08,28.35,28.17,27.75,26.4,25.27,24.95,24.63,24.16,24.1,24.08,23.98,33.47,36.83,37.72,38.72,41.29,49.6,52.53,61.65,86.4,153.9,191.2,293.2,12.74,11.3,6.866,2.855,1.593,1.063,7.43,6.711,4.245,2.18,1.574,1.278
116,1132,58.3,,12,74.4,68.39,60.69,40.56,39.56,30.36,42.87,34.19,31.42,32.11,35.19,55,56.64,47.7,46.68,34.31,42.47,34.77,38.96,29.24,35.37,29.66,28.03,27.99,27.71,26.32,25.23,24.95,24.63,24.16,24.1,24.08,24,34.37,36.19,37.77,38.9,42.25,51.28,56.21,63.37,86.3,145.7,197.4,359.9,16.58,14.83,9.29,5.233,3.191,2.261,13.32,16.75,12,5.358,4.011,3.081
116,1133,2.3,,16,90.9,84.9,70.5,45.91,46.11,32.45,48.63,37.19,34.79,34.89,40.64,67.41,72.8,60.02,56.25,39.15,48.23,38.77,41.64,31.21,38.93,31.45,27.89,27.91,27.65,26.24,25.23,24.99,24.63,24.15,24.1,24.04,24,34.83,37.81,41.62,40.92,42.99,50.75,57.65,67.33,104,173.1,241.9,417.9,20.72,13.5,6.337,3.036,2.18,1.615,14.16,11.5,6.228,3.871,3.013,2.881
116,1133,6.3,,20,105,96,78.6,49.88,46.78,33.33,47.08,37.73,35.53,35.43,41.46,78.8,85.1,66.8,64.26,41.6,46.55,38.49,42.39,32.79,42.13,33.45,27.97,27.87,27.61,26.28,25.19,24.95,24.55,24.14,24.06,24.04,23.98,37.05,42.23,46.11,46.03,49.42,61.02,76.4,92.3,141.4,223.7,289.9,432.1,10.97,9.08,7.73,5.06,4.112,2.747,7.07,6.319,5.12,3.495,2.151,1.693
116,1133,10.3,,24,103.7,96.1,78.9,50.27,47.52,34.75,46.21,39.26,35.75,35.85,40.62,75.9,77.7,60.61,53.05,40.1,40.84,36.33,39.48,32.23,38.45,32.33,28.19,27.89,27.61,26.3,25.19,24.95,24.59,24.13,24.08,24.04,23.96,38.59,41.34,45.77,46.53,49.58,63.33,79,93.4,129.8,213.9,299.4,423,12.4,10.32,7.2,4.055,3.024,2.443,8.51,7.31,5.165,3.048,1.952,1.752
116,1133,14.3,,28,106.9,100.6,84.5,54.11,51.46,37.47,50.77,41.54,37.67,38.47,44.1,77.7,79.5,63.13,54.09,40.92,41.06,36.29,39.82,33.73,41.14,33.89,28.47,28.01,27.61,26.32,25.15,24.93,24.59,24.12,24.06,24,23.88,42.21,47.78,52.91,55.06,58.99,75.1,92.5,110,168.6,255.7,343.3,458.7,13.74,13.72,8.84,6.165,4.055,2.583,8.77,8.09,6.869,4.556,3.36,2.392
116,1133,18.3,,32,113.7,110.7,97.4,63.65,56.17,39.86,54.57,43.27,39.9,40.84,46.25,82.2,85.5,69.65,60.91,44.86,46.59,40.98,45.49,35.39,43.21,35.23,28.58,28.01,27.61,26.3,25.13,24.91,24.59,24.13,24.04,24,23.86,44.84,49.94,55.48,57.18,62.7,79.8,96.3,119.7,181.6,289,388.8,529.3,12.36,12.56,11.55,8.27,4.395,2.518,8.3,8.24,5.836,3.606,2.427,1.521
116,1133,22.3,,36,118.4,115.8,102.4,64.51,54.35,39.78,48,40.08,38.17,38.33,43.45,84.1,87.2,70.7,61.06,45.2,43.03,37.63,38.95,33.71,38.13,33.55,28.23,27.93,27.61,26.32,25.15,24.93,24.67,24.13,24.06,24,23.9,46.33,50.77,56.11,58.93,64.45,82.9,102.4,125.4,181.8,268.5,347.6,449.8,9.69,9.84,9.02,6.352,4.003,2.342,7.81,7.73,6.473,4.26,3.4,2.254
116,1133,26.3,,40,118.1,114.4,102.2,66.78,55.76,40.6,44.58,37.95,37.53,38.51,44.44,84.4,87.2,71.7,61.95,46.39,43.07,37.25,37.77,33.07,35.99,33.83,28.7,28.05,27.65,26.34,25.16,24.91,24.71,24.13,24.11,24.05,23.97,51.41,56.65,63.45,64.59,70.2,89.8,108.9,137.2,198.1,289.7,364.5,457.5,11.34,11.95,10.91,6.857,4.482,2.607,9.7,10.51,8.88,5.464,3.471,2.156
116,1133,30.3,,44,124.5,123.4,110.9,71.9,60.63,41.88,49.88,39.96,38.39,38.97,42.65,88.9,93.1,77.4,66.7,48.93,49.05,41.12,42.65,34.97,40.9,35.43,28.78,28.22,27.69,26.4,25.2,24.91,24.75,24.21,24.11,24.05,23.99,54.77,61.95,71.2,74.5,83.4,104.9,134.4,159.2,227.3,330.5,420.2,498.4,14.49,14.49,11.81,6.978,4.312,3.07,9.22,9.13,7.99,5.861,2.961,2.15
116,1133,34.3,,48,133.3,130.5,117.8,74.1,61.64,43.59,57.73,45.89,42.89,42.59,46.49,91.7,95,77.7,67,49.25,47.5,40.94,42.16,35.35,41,35.97,28.9,28.32,27.73,26.47,25.24,24.91,24.73,24.21,24.13,24.07,24.01,58.17,63.85,72.8,80.5,86,108,131.7,162,224.2,307.3,395.3,451.7,10.25,10.99,9.72,7.14,4.393,2.695,7.86,7.77,6.741,5.017,3.061,1.768
116,1133,38.3,,52,130.3,128.7,115,76.4,62.94,44.76,53.94,44.15,42.51,42.55,47.03,92.1,95.3,79.2,68.77,50.97,48.16,41.7,44.6,36.21,43.09,37.37,28.92,28.28,27.85,26.38,25.26,24.95,24.75,24.21,24.17,24.09,24.03,60.89,68.59,78.9,85.3,97.1,125.4,160.5,197.1,243.9,328.7,414.3,450.3,9.78,9.79,7.79,5.681,3.673,2.307,7.63,7.05,6.665,5.183,3.165,1.98
116,1133,42.3,,56,127.7,125.9,112.4,76.2,62.7,45.32,49.74,43.57,40.74,39.73,43.45,92.6,95,79.4,68.59,51.86,47.62,41.06,42.2,36.43,41.36,36.33,29.22,28.5,27.97,26.49,25.32,24.99,24.73,24.21,24.13,24.07,24.01,62.37,70.1,81.5,88.9,102.6,130.3,161.2,197.4,236.6,317.4,410.3,448.3,9.03,8.6,8.17,6.096,3.907,2.443,6.828,7.23,6.549,4.543,2.986,1.819
116,1133,46.3,,60,129.4,128.3,114.3,78.2,64.32,46.11,49.51,43.35,40.64,41.36,45.64,93.9,96.7,81.4,70.9,53.09,48.2,41.1,43.21,36.69,42.52,38.11,29.3,28.74,28.22,26.65,25.36,25,24.75,24.27,24.17,24.11,24.01,63.35,71.1,82.8,90.1,103.2,131.5,166.6,202.6,253.3,332.3,426.8,474.9,12.21,11.66,9.36,6.765,4.313,2.502,8.56,7.41,6.613,4.519,2.722,1.768
116,1133,50.3,,64,133.6,131.8,117.5,79.3,64.97,46.25,49.66,42.46,41.28,40.66,44.9,97.1,99.7,83.9,72.1,53.96,50.34,42.97,43.31,36.69,40.88,36.71,29.58,29.06,28.46,26.73,25.48,25,24.79,24.31,24.21,24.13,24.03,65.54,72.3,81.8,88.2,102.6,135.6,175,217.3,279.4,400.8,489.7,573.9,20,22.97,18.69,10.63,7.18,5.415,14.42,15.36,14.55,10.89,6.817,4.519
116,1133,54.3,,68,153.6,152.2,135.3,87.4,71.2,49.41,59.97,47.7,45.04,43.19,49.82,110,117.8,98.9,85,59.55,57.83,48.4,53.37,39.65,48.22,40.09,29.59,29.34,28.74,26.83,25.6,25.12,24.84,24.33,24.27,24.17,24.07,64.34,69.74,80,86.7,101.1,130.6,171.5,211.6,282.1,394.4,495.3,611,21.52,24.78,15.27,8.44,4.791,3.507,19.71,22.55,18.38,7.55,4.265,3.191
116,1133,58.3,,72,173.1,169,142,89.6,74,48.95,62.05,48.1,46.41,45.32,51.39,125.3,140.9,122.9,106.3,63.75,64.58,49.78,53.8,40.82,46.93,39.95,29.89,29.66,29.1,27.17,25.72,25.24,24.83,24.35,24.31,24.25,24.09,64.71,70.2,80.2,83.8,97.1,121.8,157.9,203.9,274.8,390.9,506.4,642.5,26.98,27.29,18.3,10.98,6.768,3.891,19.22,21.11,15.71,8.18,5.924,5.389
116,1134,2.3,,76,186.2,180.7,151.3,94.9,79.3,50.87,64.12,50.22,47.3,45.88,51.8,132.6,145.4,119,104.5,66.23,68.73,52.77,54.65,41.46,49.03,41.4,30.47,30.07,29.48,27.45,25.92,25.32,25,24.43,24.33,24.23,24.05,66.11,73.1,85.1,90.4,104.9,130.4,170.9,219.7,300.2,407.1,533.1,679.7,21.6,18.11,16.63,10.1,5.823,3.806,15.51,16.71,15.97,10.32,5.877,4.126
116,1134,6.3,,80,190.5,183.8,155.4,97.9,81.8,52.74,68.24,51.05,48.73,47.07,51.69,135.2,145.9,117.7,100.6,67.16,68.77,52.34,55.29,42.42,49.96,41.46,30.43,30.43,29.93,27.78,26.09,25.44,25.2,24.59,24.43,24.31,24.17,67.47,74,84.6,90,104.6,130.5,173.3,216.7,293.4,402.2,532.8,698.5,23.6,23.59,16.64,10.55,6.031,3.859,14.53,18.18,16.1,8.95,5.447,3.568
116,1134,10.3,,84,197.8,192.2,162.1,104,89.4,56.3,72.5,54.44,50.08,49.27,55.58,139.5,150.9,122.5,103.4,68.28,67.36,53.37,55.45,42.62,48.52,41.34,31.15,30.87,30.41,28.1,26.25,25.56,25.28,24.64,24.48,24.41,24.27,63.18,69.24,80.5,85,99.5,126.4,163.5,209.7,284.3,397.3,539.8,724,29.78,34.29,20.24,8.41,5.773,3.247,15.72,12.94,9.46,5.964,3.995,2.95
116,1134,14.3,,88,203.2,193.9,162.3,101.7,82.5,55.72,67.45,51.33,48.87,46.77,49.49,142.8,152.1,119.9,97.9,67.63,62.61,51.57,53.07,42.66,47.21,41.28,32.25,31.51,30.93,28.52,26.57,25.76,25.4,24.68,24.57,24.47,24.35,63.39,68.04,79.6,84.6,98.5,123.2,159.7,206.1,285.8,396.6,547,729,23.15,22.99,17.67,9.56,5.836,2.745,19.19,16.97,10.77,6.043,4.508,3.415
116,1134,18.3,,92,205.9,196.2,162,100.8,80.4,54.72,60.72,49.73,47.45,46.1,49.93,148.3,159.8,127,109,68.81,63.89,50.88,50.1,41.5,46,41.15,32.02,32,31.62,28.93,26.89,25.95,25.63,24.72,24.72,24.54,24.4,62.2,67.44,78.1,82.1,95.7,119.6,151.4,198.1,276.2,383.5,544.9,748,26.26,25.61,16.88,8.59,5.334,3.244,18.79,16.81,10.17,7.28,4.943,3.41
116,1134,22.3,,96,210.3,199.4,164.5,102.9,81.3,55.7,67.24,52.52,48.5,46.75,50.66,150.9,157.6,123.6,104.3,71.1,67.46,53.33,53.93,42.48,47.55,41.55,31.32,32.28,32.08,29.27,26.98,25.95,25.87,24.84,24.84,24.68,24.56,60.98,66.59,77,82.2,95.3,116.6,149.5,200.2,270.7,369.1,533.7,736,28.79,26.12,13.93,7.79,5.978,4.619,25.96,23.88,15.91,9.26,4.876,3.016
116,1134,26.3,,100,224.8,216.8,180.7,113.5,95.6,59.57,76.9,58.41,51.91,48.9,52.26,161.9,171.7,139.7,116.9,74.8,71.9,56.57,59.67,45.15,53.37,43,31.33,32.46,32.44,29.59,26.93,26.03,25.75,24.94,24.92,24.74,24.58,59.95,64.86,74.5,79,90.5,111,144.9,186.3,266.5,372.6,537.1,711,33.92,29.64,16.53,10.35,6.644,4.384,22.42,17.12,11.92,5.422,4.235,2.788
116,1134,30.3,,104,231.8,213.9,174.2,111.6,92.7,59.95,76.3,56.77,51.26,47.43,51.29,168.9,184.4,139.2,114.1,73.7,69.05,56.08,58.27,44.97,50.46,42.3,32.66,33.26,33.16,29.83,27.2,26.01,25.95,25,25,24.88,24.66,58.04,61.92,71.9,75,87.4,106.7,140,180.6,254.1,350.9,517.3,712,28.58,22.51,16.06,7.65,5.233,4.369,20.41,25.38,17.67,9.23,5.384,3.5
