Unit,Min,Sec,skip,Time,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Plume 2.4m,TC Plume 2.2m,TC Plume 2.0m,TC Plume 1.8m,TC Plume 1.6m,TC Plume 1.4m,TC Plume 1.2m,TC Plume 1.0m,TC Plume 0.8m,TC Plume 0.6m,TC Plume 0.4m,TC Plume 0.2m,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m
116,1247,14.3,,0,30.19,31.13,30.77,28.36,27.01,26.67,26.39,25.84,25.44,25.2,25.08,29.04,30.97,31.39,28.94,28.04,27.17,27.05,26.37,26.08,25.72,25.7,31.07,31.35,31.71,29.46,27.37,26.73,26.24,25.56,25.26,25.16,25.04,22.82,22.9,22.94,22.94,22.98,23.02,23.12,23.18,23.48,23.83,23.75,23.65,0.011,-0.078,0.057,0.021,0.069,0.024,4.643,2.792,1.817,0.841,0.294,0.121
116,1247,18.3,,4,51.86,50.1,41.72,31.43,29.06,27.15,27.39,26.21,25.72,25.42,25.32,39.07,41.46,39.81,35.24,30.19,31.25,29.02,27.9,26.65,27.31,26.02,30.71,31.17,31.63,29.46,27.35,26.65,26.13,25.5,25.24,25.16,24.92,25.24,26.08,26.29,27.92,28.64,32.05,33.19,33.69,41.12,57.26,73.5,129.4,14.89,12.45,6.416,3.152,1.872,0.998,11.35,9.47,5.926,2.601,1.61,1.393
116,1247,22.3,,8,78.2,74.5,57.36,40.44,37.33,29.58,35.71,30.73,29.64,29.28,32.01,59.09,69.34,59.31,51.19,36.09,41.44,34.51,35.77,29.06,33.33,28.88,30.85,31.13,31.55,29.4,27.33,26.69,26.08,25.44,25.2,25.12,24.91,31.57,34.41,35.97,38.41,41,49.74,50.71,53.35,56.23,87.3,131.9,202.9,21.54,16.65,12.96,5.078,2.513,1.865,24.11,18.86,8.59,5.413,4.151,3.524
116,1247,26.3,,12,107.8,98.3,74.9,48.24,42.91,31.41,42.77,37.43,34.95,33.37,38.43,89.3,108.6,78.5,68.08,44.7,50.77,39.67,41.92,31.95,40.26,32.37,30.93,31.17,31.53,29.42,27.37,26.65,26.08,25.5,25.24,25.12,24.96,36.51,39.35,42.73,45.32,49.62,60.89,61.78,66.72,78.8,143.6,212.8,286.8,24.12,22.24,16.39,9.01,6.059,4.793,12.49,11.15,7.97,7.03,4.585,3.145
116,1247,30.3,,16,122.2,121.3,98.4,65.15,61.42,37.87,58.74,44.56,38.99,35.77,40.82,91,104.6,82.9,74.4,47.66,54.51,42.57,45.89,34.19,43.73,34.93,30.81,31.19,31.47,29.38,27.35,26.69,25.9,25.46,25.2,25.1,24.87,40.82,46.43,51.41,53.38,58.42,71.3,76.6,88.2,111.8,208.4,299.8,388,26.42,27.92,15.82,8.49,6.051,4.781,24.56,20.48,8.72,5.413,3.694,3.137
116,1247,34.3,,20,153.1,154.1,125.4,74.2,66.41,40.29,60.36,46.57,43.11,39.27,45.6,126.5,153.9,110.3,91.2,55.34,62.67,48.95,53.96,37.87,48.04,37.99,30.67,31.15,31.43,29.34,27.29,26.61,25.86,25.44,25.16,25.04,24.86,42.52,47.09,55.66,56.06,60.91,75.2,84.3,97.3,133,240.5,367.3,469.2,31.21,32.25,20.99,14.07,7.46,4.352,15.03,13.43,9.29,5.58,3.93,3.048
116,1247,38.3,,24,165.2,173.3,145.4,87,72.2,42.87,66.6,49.17,44.41,41.9,48.1,124.4,147.2,108.8,93.6,59.69,64.58,49.86,55.32,39.43,48.63,38.57,30.63,31.01,31.35,29.18,27.25,26.57,25.96,25.4,25.16,25.08,24.78,45.9,50.68,59.61,63.57,69.69,85.4,100.1,116.7,150.8,277.5,401,478.2,22.55,26.35,19.88,14.4,7.99,5.433,15.32,15.44,15.08,11.13,6.942,5.061
116,1247,42.3,,28,173.8,180.9,147.3,91.3,74.6,44.11,63.87,50.04,45.62,42.44,50.06,131,170.9,127.3,107.1,65.78,72.1,52.97,57.63,41.1,51.8,41.62,30.15,30.99,31.27,28.82,27.19,26.59,26,25.4,25.16,25.08,24.83,50.16,53.19,61.46,62.33,71.7,86,103,121.9,169.6,290.6,416,516.7,26.4,19.7,11.91,6.057,4.631,3.763,13.35,13.21,10.63,7.99,5.375,4.453
116,1247,46.3,,32,185.1,174.8,137.6,85.8,69.18,44.44,63.04,47.94,43.89,40.78,46.83,134.8,156,117.8,96.3,64.59,64.55,50.97,54.29,40.9,47.68,39.78,30.3,30.95,31.23,28.58,27.19,26.59,26.02,25.32,25.14,25.05,24.87,50.06,53.29,63.69,66.68,74.4,87.2,102.5,120.6,159.1,254.1,379.3,491,16.53,17.51,14.13,7.52,5.657,3.465,14.62,14.79,12.22,7.56,4.81,3.093
116,1247,50.3,,36,174.2,165.7,131,83.1,66.33,44.22,56.41,47.22,43.75,41.8,47.86,135.3,155.3,121.7,97.2,66.82,63.85,51.39,54.08,41.5,49.35,40.8,30.37,30.91,31.23,28.5,27.21,26.49,26.12,25.28,25.12,25,24.81,55.24,60.06,67.19,69.24,81.9,100,116.2,139.8,170.2,259.7,375.2,461.6,16.07,13.9,10.61,7.15,4.599,3.048,10.73,11.26,9.42,5.847,3.952,2.848
116,1247,54.3,,40,172,170.4,138.7,90.6,72.8,47.33,62.65,48.5,44.82,42.04,47.41,134.3,152.1,123.5,97.6,66.98,64.44,51.82,54.75,42.5,49.94,40.92,30.69,30.95,31.23,28.52,27.17,26.49,26.19,25.32,25.08,25,24.84,58.17,65.68,73.5,77.9,90,110.6,141.5,177.4,206.7,312.2,437.2,509.2,23.79,25.72,23.48,12.73,6.621,4.525,13.45,14.94,14.11,9.29,6.633,4.287
116,1247,58.3,,44,193.2,201.5,169.2,110.7,87,51.49,74.5,54.99,50.74,46.93,55.39,141.4,164.4,134.3,113.2,73,69.46,53.71,55.88,43.23,51.17,42.74,30.87,31.07,31.25,28.92,27.25,26.53,26.15,25.32,25.12,25.02,24.86,64.28,71.7,80.8,87.4,98.9,124.1,159,197.6,232.4,352.6,490.9,576.9,25.39,25.25,24.09,16.24,10.01,5.932,14.13,15.36,14.93,8.7,5.827,3.801
116,1248,2.3,,48,201.3,208.8,184.1,122.4,97.2,55.64,78.5,59.86,53.86,48.24,56.25,143.5,167.6,139.9,114.3,75.9,71.8,55.8,60.24,45.18,54.24,44.33,30.79,31.19,31.35,29,27.25,26.59,26.21,25.28,25.06,24.96,24.8,64.61,71.3,81.9,85.2,99.4,125.4,160.8,204.9,259.7,405,541.4,630.5,31.14,33,28.17,15.98,10.39,7.54,17.64,25.46,29.58,17.84,8.23,5.603
116,1248,6.3,,52,227.3,239.9,205.2,128.5,98.9,58.57,86,65.48,56.53,51.49,58.6,162.3,214.4,174.1,143.3,85.2,80.7,59.57,62.19,46.14,55.88,45.58,31.03,31.41,31.55,29.17,27.32,26.53,26.23,25.3,25.12,24.98,24.68,70.7,78,88.4,91.8,106.6,134.5,169.9,215.3,272.1,414.4,555.7,674.6,32.57,36.04,21.41,9.65,7.28,5.129,14.76,15.36,11.02,7.88,4.648,3.127
116,1248,10.3,,56,229.5,244.1,200.8,126.1,96,57.82,78,60.76,53.65,50.18,57.36,161.3,197.1,165.5,133.8,83.6,76.4,59.85,62.57,46.43,54.95,45.2,31.19,31.75,31.79,29.45,27.42,26.49,26.33,25.4,25.2,25.02,24.8,68.83,75,87,92.6,108.5,138.1,171,219.7,268.1,398.9,541,644,32.11,27.72,19.53,11.16,6.83,4.616,15.01,14.09,11.8,7.33,4.492,2.91
116,1248,14.3,,60,233.5,237.4,193.7,126.8,97.6,59.57,76.9,58.41,53.49,49.65,57.48,163.5,190.1,158.7,128.7,83.9,75.7,59.67,63.91,48.24,59.39,47.52,31.99,32.05,32.09,29.77,27.5,26.59,26.49,25.48,25.28,25.08,24.84,72.9,80.7,93.8,98.9,115.1,141.1,179.5,229.8,282.3,411.2,556.1,647.1,25.61,25.66,16.42,12.23,7.27,3.981,17.29,18.73,14.96,8.75,5.995,3.85
116,1248,18.3,,64,231.5,234.3,196.2,130.3,96.1,59.35,74.3,56.67,51.79,47.72,54.16,167.5,197,164,132.6,87.5,79.1,62.21,64.46,48.38,55.84,46.77,32.47,32.64,32.53,30.09,27.66,26.67,26.57,25.52,25.28,25.12,24.92,74.6,83.2,97.4,104.2,118.9,144.6,182.8,234.8,282.7,407.7,537.1,628.3,27.98,24.04,15.19,10.57,6.514,4.407,20.88,20.18,15.59,10.72,6.902,4.996
116,1248,22.3,,68,247,242.9,200.9,134,101.6,61.03,72.9,57.77,52.83,49.05,55.52,176.3,211.6,176.8,145.1,92.7,84.5,65.17,68.91,50.5,61.84,50,32.95,33.1,32.95,30.45,27.88,26.77,26.63,25.54,25.34,25.18,24.98,74.7,83.1,97.8,104,119.1,145.7,183.5,240.9,296.5,428.7,568.6,672.6,58.68,57.42,36.23,13.83,8.72,5.926,23.41,29.87,26.12,14.94,9.07,5.981
116,1248,26.3,,72,285.5,272.4,224.1,142.7,107.4,62.96,80.2,61.23,55.74,50.5,56.61,190.2,248.8,215.4,174.5,103,96,70.1,73.2,51.69,63.26,50.5,33.46,33.62,33.54,30.83,28.02,26.85,26.73,25.64,25.46,25.24,25.02,76.9,86.3,105,107.2,126.8,155.9,195.6,254.3,316.6,464,615.2,714,43.5,40.41,31.29,17.94,11.05,6.865,19.22,22.94,21.92,15.26,8.83,6.518
116,1248,30.3,,76,284.3,287.2,244,160,119.2,68.36,94.6,71.6,62.08,57.22,64.68,191.6,243.1,215.2,173.9,106.4,97.7,72.1,75.8,54,66.14,52.04,33.92,34.26,34.2,31.27,28.3,26.97,26.91,25.85,25.6,25.36,25.16,79.3,89.8,107.8,112.8,132.7,166.3,209.7,278,337.2,481.5,615.8,718,35.07,31.3,22.49,14.27,8.85,5.052,15.22,14.94,13.22,9.81,6.844,4.164
116,1248,34.3,,80,266.5,264.8,221.6,152.9,118,70.4,87.3,66.8,58.78,53.8,60.91,185.7,222.6,192.4,155.6,102.8,87.7,68.77,68.92,52.65,60.81,50.54,35.05,34.81,34.83,31.77,28.7,27.23,27.17,26,25.76,25.5,25.28,85,95.9,114.1,121,141.4,180.4,229.9,301.3,347.8,478.8,595.5,661.3,20,20.67,16.53,11.92,10.31,6.31,13.62,14.5,13.45,9.65,6.431,4.352
116,1248,38.3,,84,254.3,259.6,223,159.6,123.7,74.3,92,70.2,62.59,54.59,61.66,183.7,217.8,191.4,158.5,104.6,93.1,70.7,71.7,54.2,61.84,51.11,35.22,35.64,35.6,32.36,28.94,27.54,27.42,26.17,25.91,25.6,25.4,88.5,101.5,120.1,127.6,153.3,196.9,248.3,317.6,381,519.8,645.2,717,55.25,51.41,32.26,21.44,12.71,8.5,17.17,15.8,11.91,9.55,8.17,5.212
116,1248,42.3,,88,280.5,290.7,249.8,173.8,134.6,77.9,99.1,75.7,66.27,59.32,69.25,190.7,228.1,200.6,170.2,111.6,99.7,73,73.7,55.29,63.81,52.5,36.4,36.38,36.32,32.98,29.23,27.7,27.58,26.31,26.05,25.71,25.53,91.5,103.3,122.2,129.7,154.5,196.8,252.1,327.2,390.5,534.9,663.5,719,24.52,21.58,20.09,17.32,9.97,6.847,14.4,14.14,12.47,9.61,5.804,4.093
116,1248,46.3,,92,263,267.8,232.5,167.5,129.2,78.4,95.6,73.4,63.24,58.09,66.41,186.4,216.7,191.7,159.5,108.8,93.2,73,72.5,54.4,61.11,51.45,37.62,37.4,37.3,33.66,29.63,27.92,27.84,26.45,26.13,25.83,25.61,92.7,104.6,123.4,135.1,162.6,205,261.1,337.6,395.1,543.3,665,705,24.82,26.23,20.95,14.7,11.58,7.04,14.6,14.36,13.41,9.14,5.902,4.349
