Unit,Min,Sec,skip,Time,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Plume 2.4m,TC Plume 2.2m,TC Plume 2.0m,TC Plume 1.8m,TC Plume 1.6m,TC Plume 1.4m,TC Plume 1.2m,TC Plume 1.0m,TC Plume 0.8m,TC Plume 0.6m,TC Plume 0.4m,TC Plume 0.2m,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m
116,1208,30.3,,0,29.24,29.44,28.73,26.56,25.64,25.33,25.11,24.75,24.53,24.39,24.28,27.99,28.85,28.63,26.66,26.02,25.47,25.39,25.01,24.79,24.63,24.65,29.08,29.28,29.16,26.86,25.82,25.37,25.09,24.59,24.47,24.39,24.28,22.83,22.87,22.93,22.97,22.95,23.01,23.09,23.19,23.42,23.74,23.62,23.58,-0.076,-0.131,-0.049,-0.079,-0.002,-0.001,3.584,2.336,1.467,0.659,0.231,0.084
116,1208,34.3,,4,44.95,43.32,37.65,29.94,28.59,25.67,25.55,24.99,24.71,24.5,24.42,35.65,35.15,32.91,33.71,27.67,28.51,27.04,26.6,24.97,24.83,24.77,29.11,29.24,29.15,26.86,25.75,25.41,25.05,24.61,24.48,24.38,24.24,25.57,26.52,26.24,27.99,27.89,31.02,34.93,38.82,39.54,56.43,67.7,79,14.3,13.11,8.55,4.218,3.652,2.39,8.93,6.245,4.875,2.172,2.384,1.317
116,1208,38.3,,8,65.36,62.6,62.48,42.97,41.47,29.16,43.01,34.45,32.17,30.44,35.89,50.31,49.28,42.73,40.64,31.85,36.77,32.37,37.73,28.21,34.23,28.83,29.1,29.3,29.1,26.9,25.78,25.47,24.97,24.55,24.45,24.39,24.22,35.59,39.74,41.2,43.86,45.93,56.25,61.85,65.91,76.2,134.9,159.1,178.1,14.21,12.81,9.22,4.965,3.543,2.533,10.38,7.82,4.136,2.672,2.469,2.169
116,1208,42.3,,12,83.4,81.7,71.1,47.4,47.06,32.39,52.91,41.6,38.25,34.27,41.69,60.98,61.36,50.15,52.67,36.39,43.35,35.45,41.89,30,38.59,30.5,29.16,29.16,29.08,27.03,25.8,25.5,24.97,24.53,24.49,24.39,24.24,39.66,44.3,45.67,48.81,53.18,66.54,75.5,80.6,100.7,172.2,236,276.4,31.62,22.49,10.56,6.617,4.049,3.377,32.26,25.49,17.16,14.66,6.654,2.997
116,1208,46.3,,16,117.3,109.9,98.4,56.66,55.04,34.35,60.57,47.68,42.95,38.73,48.19,97.2,109.9,92.7,80.8,44.98,53.72,41.85,51.48,34.01,50.55,36.51,29.28,29.16,29.08,27.07,25.72,25.46,24.93,24.53,24.47,24.39,24.27,45.99,50.91,54.09,55.85,65,79,87.5,98.2,116.6,199.7,297.3,398.5,27.96,26.11,18.23,13.85,9.35,5.258,18.22,16.83,10.68,6.057,5.431,3.989
116,1208,50.3,,20,136.2,132.3,109.8,67.5,62.13,36.87,61.12,49.32,45.87,41.14,48.25,103.8,117.9,93.2,87.3,51.6,63.76,47.02,57.25,36.67,52.29,38.35,29.32,29.1,29.04,27.09,25.72,25.43,24.93,24.51,24.45,24.37,24.24,47.91,53.86,58.4,60.29,69.88,86.3,100.5,120.7,147.1,227,326.3,446.2,29.25,20.94,12.21,7.94,5.834,4.53,17.03,16.11,11.07,7.06,5.023,3.617
116,1208,54.3,,24,146.5,138.6,109.9,67.6,60.33,38.9,57.69,48.13,45.01,41.2,49.32,107.9,116.7,91.7,83.7,51.68,57.65,44.6,50.41,36.05,44.9,36.27,29.24,29.08,29.04,27.04,25.74,25.45,24.91,24.49,24.43,24.34,24.24,51.36,56.15,60.69,65.83,75.9,95.4,113.1,129.8,159.5,245.6,377.9,512.2,27.37,26.51,15.27,6.623,3.755,2.596,18.6,21.77,13,7.01,4.478,3.072
116,1208,58.3,,28,157.9,145.4,108.2,69.45,63.09,39.54,57.99,46.88,43.57,40.1,46.88,114.9,130.9,102.4,86.9,53.74,58.72,46.84,51.5,36.69,45.41,36.81,29.22,29.12,29.04,26.95,25.74,25.42,24.89,24.49,24.41,24.33,24.21,52.87,59.78,64.49,69.04,78.1,97.6,115.6,142.9,167.5,253,394.6,549.3,27.62,26.58,14.67,6.87,3.794,2.67,17.09,19.13,15.88,9.25,5.056,3.061
116,1209,2.3,,32,170.8,159.9,131.8,75.6,65.87,40.78,60.95,48.99,45.95,41.06,48.15,124.8,150.5,120.7,101.2,58.11,63.21,48.57,52.31,37.31,46.39,37.07,28.6,28.9,29.02,26.89,25.74,25.38,24.85,24.45,24.41,24.29,24.23,55.18,62.31,69.51,71.4,81,100.3,117.9,139.9,170.3,259.8,415.5,581,32.14,30.58,16.95,8.41,4.177,2.493,21.48,24.18,17.33,12.6,7.74,4.172
116,1209,6.3,,36,188.5,189.7,171.5,93.1,73.1,43.11,67.15,52.97,51.03,44.74,56.6,148.8,198.1,160.7,137.2,73.6,79.5,56.39,66.68,42.53,60.37,42.51,28.31,28.76,29,26.99,25.68,25.41,24.87,24.49,24.39,24.29,24.2,58.06,66.09,73.8,73,83.1,105.2,126.3,154.3,203.5,312.8,488,648.1,44.06,36.35,22.6,13.39,7.98,6.432,20.57,22.55,14.79,11.22,7.83,5.583
