Fri Mar 28 17:33:43 2014,arduinoHose1 Calibration (1/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:45 2014,arduinoHose1 Calibration (2/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:46 2014,arduinoHose1 Calibration (3/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:48 2014,arduinoHose1 Calibration (4/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:49 2014,arduinoHose1 Calibration (5/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:51 2014,arduinoHose1 Calibration (6/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:52 2014,arduinoHose1 Calibration (7/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:54 2014,arduinoHose1 Calibration (8/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:55 2014,arduinoHose1 Calibration (9/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:57 2014,arduinoHose1 Calibration (10/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:33:58 2014,arduinoHose1 Calibration (11/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:00 2014,arduinoHose1 Calibration (12/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:01 2014,arduinoHose1 Calibration (13/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:03 2014,arduinoHose1 Calibration (14/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:04 2014,arduinoHose1 Calibration (15/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:06 2014,arduinoHose1 Calibration (16/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:07 2014,arduinoHose1 Calibration (17/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:09 2014,arduinoHose1 Calibration (18/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:10 2014,arduinoHose1 Calibration (19/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:12 2014,arduinoHose1 Calibration (20/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:13 2014,arduinoHose1 Calibration (21/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:15 2014,arduinoHose1 Calibration (22/30),57.94,0.00,0.56,0.00,0.00
Fri Mar 28 17:34:16 2014,arduinoHose1 Calibration (23/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:18 2014,arduinoHose1 Calibration (24/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:19 2014,arduinoHose1 Calibration (25/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:21 2014,arduinoHose1 Calibration (26/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:22 2014,arduinoHose1 Calibration (27/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:23 2014,arduinoHose1 Calibration (28/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:25 2014,arduinoHose1 Calibration (29/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:26 2014,arduinoHose1 Calibration (30/30),57.94,0.00,0.75,0.00,0.00
Fri Mar 28 17:34:27 2014,arduinoHose1 Calibration complete,57.94,0.00,0.74,0.00,0.00
Fri Mar 28 17:34:28 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:29 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:31 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:32 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:34 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:35 2014,arduinoHose1,57.75,-0.48,0.75,0.02,nan
Fri Mar 28 17:34:37 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:38 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:40 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:41 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:43 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:44 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:46 2014,arduinoHose1,57.75,-0.48,0.75,0.02,nan
Fri Mar 28 17:34:47 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:49 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:50 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:52 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:53 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:55 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:56 2014,arduinoHose1,57.75,-0.48,0.75,0.02,nan
Fri Mar 28 17:34:58 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:34:59 2014,arduinoHose1,57.75,-0.48,0.75,0.02,nan
Fri Mar 28 17:35:01 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:35:02 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:35:04 2014,arduinoHose1,57.94,-0.00,0.75,0.02,nan
Fri Mar 28 17:35:05 2014,arduinoHose1,57.75,-0.48,0.75,0.02,nan
